,tweet,sentiment
7121,timesofindia modi abhinandan deni repli ask belong pak armi votemong open declar residenti locat,neutral
7122,last year antimodi gang transform steadili antiindia gang hate,negative
7123,iaf pilot abhinandan varthaman releas wagah border live updat presid ramnath kovind pm modi welcom braveheart welcomehomeabhinandan abhinandanreturn abhinandanvarthaman bjpdelhi bjpindia modi rashtrapatibhvn,positive
7124,imran khan let civil discuss modi,neutral
7125,captamarind modi pidgov join modiji strengthen new india countri realli need leader like u jaihind,positive
7126,time ask pakistan masood azhar war terror continu bring us masood azhar pmoindia modi ji,neutral
7127,pmoindia dear sir modi ji would like request sir mani soldier die jammu kashmir fight terrorist see brave soldier don t latest bulletproof jacket helmet need argent thank u,positive
7128,live imran khan readi talk peac modi say pakistan fm qureshi also said pakistan will consid return iaf pilot hold sinc wednesday lead deescal tension two countri eye modi,positive
7129,sirpareshraw sirthen bhakt give credit mrmodi,neutral
7130,point modi strike impact forc face kashmir indian troop kill includ crpf command injur kashmirburn,neutral
7131,pm modi opposit parti don t weaken countri sake polit,neutral
7132,abhinandanreturn iafmcc modi vasu imvkoh vikrantgupta welcom home sir z tiger shit hell banana state nation jai hind,negative
7133,nation fli away come issu million tribal uproot home media modi bhakt troll do critic modi brigad war monger directlyindirect bother this,neutral
7134,rajagopalanv rishikesh pmoindia porali bark modiwith love coimbator tamilnadujai modi sarkar,positive
7135,episod abhinandanreturn remind war pakistan armi surrend gen j arora amp imrankhanpti forc releas braveheart sheer diplomaci work wonder amp pak pm checkmat well done modi govt,neutral
7136,bjp cant back stab peopl back power pm ask right bjpcheatedap nomorenamo cbnarmyanantapur timesnow modicheatedap aajtak bjpindia gobackmodi cbnarmynandy,positive
7137,delet last tweet woman claim wife armi offic youtub upload titl abhinandan wife request bjp leader polit soldier abhinandan famili fake news cannot trust anyon,negative
7138,vinay small updat one day abhinandan say thing favour india modi bjp peopl brand antin welcomehomeabhinandan,negative
7139,way conspiraci theori ideat tipusultan karnataka gone pollsa similiar one brew telangana nizamofhyderabad ahead telanganaelect patriot paint antin bjp incorrig liar,neutral
7140,world support india s fight terror parti doubt intent want tell polit parti modi come go india indian first polit wait pm modi,positive
7141,jaygalla name multi task sir indian armi safe peopl safe even modi launch app,positive
7142,modi lose wae narrat bjprss whip alreadi lost plot way run fail govenr creditchorpracharak withcongressgujarat,negative
7143,arungiri mehekf influenti peopl stock market paid media amp tv channel solid back modi tri best creat wave favour modi amp may eventu succeed the common peopl analys govt done last yrs,positive
7144,i noth ask modi saypleas contest want kind fascism countri anymor,positive
7145,modi hater haven t abl orgasm sinc may,neutral
7146,rahul gandhi yes modi would favour bankrupt ambani great hal would got requir rafal jet time much lower cost chowkidarchorhai,positive
7147,modiatconclav pm shri modi keynot address india today conclav,neutral
7148,modiatconclav pm narendramodiindia see strong leadership made mark world leader alway put nationfirst leader synonym newindia leader transform everi sens word rameshbjp pandeyindrani abbjp,positive
7149,live pm shri modi inaugur construct technolog india,positive
7150,pakistan return wg cdr pakistan made return wg cdr fastest releas pow possibl of pm modi diplomaci lie pakistan use f prove bend backward intern pressur modin,neutral
7151,abhinandan hero today pakistani agent welcom narendramodi india paksymbolofpeac pakistanzindabad pakistanleadswithpeac pakistanarmyzindabad,neutral
7152,modi first pm would invest build toilet instead purchas fighter plane creditchorpracharak,positive
7153,record come day bjp govt roll fleet buse highlight transport prowess,neutral
7154,modi admit iaf got spank paf also admit iaf may posit achiev air superior pakistan consist boast this shabaash modi keep spill bean,positive
7155,geneva convent happen pak captur soldier war releas kill them true pakistan return abhinandan would pressur pak modi would happen,positive
7156,yet dynasti own media stop say bjp politic militari elector gain,positive
7157,bhakt anyon think question govt question nation enemi democraci nation say question modi question nation traitor nation equal govtmodi nation govt nation modi gaddarlist,neutral
7158,number offenc women increas without break bjp govern pm say beti bachao beti padhao actual mean bjp se beti bacho creditchorpracharak,negative
7159,mrsgandhi modi true enemi happi him,positive
7160,airstrik pm slam oppn say they are harm india antimodi fixat,neutral
7161,complet meltdown congress amp ecosystem congress blame modi pulwama instead jem cong troll attack kargil veteran maj gd bakshi congress kerala leader prais imran khan pak eam open campaign cong rahul blame modi purchas new fighter plane,positive
7162,rajput schaheid useless defens minist planet know modi treat like door mat press confer even awar indian jet tri enter airspac modi sat general even invit meet,negative
7163,india largest borrow last four year world bank sanjayuvacha subsequ govt repay modi splurg,neutral
7164,enough modi ji take surgic strike endorsementpleas verifi sourc pak,neutral
7165,modi sir fauji behind gun machin matter war work x pls tell babus troubl fauji selfmad law technic pls order give due without delay blatant babugiri fauji ensur freedom,negative
7166,cnnnew centerofright modi bow man declar war corrupt terror front na khaunga na khane dunga also leader emerg anticorrupt movement tri forg allianc congress clear visibl,negative
7167,bjp s narrat seem slip new low everyday want squeez everi headlin vote,negative
7168,kangana ranaut ask pm modi scrap articl jammu kashmir,neutral
7169,general thought money bank ac safe unless give away detail miscreant first time year pm modi shown govt dip hand account take away money will creditchorpracharak,positive
7170,r indian student studi oxford gather saynotowar differ modi mindset amp intellectu modi threat india indian amp region world must play role resolv matter kashmir dialogu peacelovingpakistan,neutral
7171,imran khan we are releas abhinandan peac gestur bhakt gestur to geneva convent godi media modi ke saamn pakistan ne teke ghutn kareng abhinandan wapi bhakt modi modi liber bhai wo geneva convent bhakt geneva what,neutral
7172,power zakia jafri indian widow fight modi final court battl dead gujrat riot,negative
7173,big achiev modi govt peacelovingpakistan,neutral
7174,yet again rahul gandhi claim pm modi took rs crore indian airforc gave anilambani despit this anil ambani rs crore pay ericsson face jail term now laugh,positive
7175,result balakot raid jem terror camp jaba top balakot still stand like befor even govt sourc admit indian express lost mig amp pow paf retali raid govt factor plan pow return thank modi govt,positive
7176,pm modi said fear among antiindia element fugit corrupt big leader afraid go jail modiatconclav letsconclav full coverag,negative
7177,bengalwithmodi india modi govern best govern ever need bjp need modi sarkar see upcom good day bengal,positive
7178,modi plan kill soldier kashmir feb indian journalist leak audio call pakistan kashmirble,neutral
7179,ask follow question rafal fighter jet deliv india per modi contract jet deal reduc modi ji tot remov fast deliveri deliv ambani offset contract,positive
7180,live pm modi confer shanti swarup bhatnagar prize,positive
7181,wonder anoth diplomat victori presum thank modi muscular foreign polici great exampl disjoint polici toward pakistan govern clear principl obvious object,positive
7182,emir qatar sheikh tamim bin hamad bin khalifa al thani call prime minist modi today two leader discuss region situat prime minist underscor terror continu pose serious risk peac secur region beyond,negative
7183,pm modi welcom iaf pilot abhinandan say nation proud exemplari courag via namo app,positive
7184,journalist countri job perfect lalitkhajuria show real face bjp jampk presiden kyu mazakh kr raha ho must watch salmannizami shahfaes shehlarashid saaqqiib ravishndtv tanvirsadiq jigneshmevani,positive
7185,iaf strike pakistan caus modi crpf jawan die pulwama also modi creditchorpracharak,neutral
7186,hater pakistan must know pakistani soldier martyr also kill indian soldier fire direct civilian kashmiri pakistani too loc boil indian bjps lust vote hard critic india amp easi target pak,negative
7187,kind rt aggre care statement frm opposit parti issu terriorist pakistan istandwitharmyandgov bjp right tell peopl achiev big issu want result like got sinc week airsurgicalstrik,positive
7188,one billion appeal sign six hundr none martyr famili believ noth workout modi time tough now,negative
7189,hal air forc strike india armi navi standbi yet modi snatch rafal hal gave aa shame modi shame still time give back hal repent mistak,neutral
7190,modiatconclav banevm modi wash feet safai karmachari vote arvindkejriw purchas automat machin clean sewag system safaikarmchari go gutteramplos life chaiwala vs iitian indiafirstejriw,positive
7191,bjp cell action except one guy whose day old babi seem display advanc develop full fledg smile etc everyon els seem babi greet,positive
7192,videographi modi recent plan result sinc pulwama attack armi,neutral
7193,congratul bdutt becom hot favorit hafizsae acknowledg effort brought result better self attest declar biggest traitor india whole gang incindia accompani you deshdrohipatrakaar,positive
7194,worri wingcommanderabhinandan bjps kerala chief announc balakotairstrik would ensur bjp would bag kerala lok sabha seat sweet distribut within hour hostil begin,positive
7195,usual modi s audienc excit clap lotin conclav talk hardcor pakisexpress face priceless,positive
7196,tvmohandaspai modi transform economi some like ibc alreadi put place other like makeinindia still work progress,negative
7197,indiatoday modi modi rebuk yeddi public yeddi statement quot happili media pakistan,neutral
7198,agre sirsamirsinh releas wc abhinandanvarthaman enough imrankhanpti need act culprit pathankot uri pulwama nowornev sardesairajdeep rahul gandhi modi bjpindia,neutral
7199,resolut also remind intern communiti oblig ensur implement un secur council resolut jammu amp kashmir disput pakistan kashmir oic india oicsummit imrankhanpti smqureshipti sushmaswaraj modi un oicoci,neutral
7200,ceasefir violat pakistan smritiirani say swayamsevak fekus parakram that is modin amp prime moron modi top gaddarlist,negative
7201,today bad felt absenc rafal fighter jet in air forc fleet rafal scenario would differ modi said speak india today conclav new delhi saturday,negative
7202,vivekagnihotri modi yes unfortun english media journalist fail understand differ india democraci well establish one peopl mandat prevail amp opinion journalist media hous may,negative
7203,don t worri modi s india person form run soniagandhi,neutral
7204,even bullet proof jacket purchas upalet repeatnot even one modi govt purchas lac bullet proof jacket last year,neutral
7205,csharitha dhaval condit sardesairajdeep s chair namo speech modiatconclav,neutral
7206,today celebr famili spirit bharatiya janaya parti hoist bjp flag home meraparivarbhajapaparivar,neutral
7207,bjp govern immens courag claim someon els s project without remors creditchorpracharak,neutral
7208,opinion tvmohandaspai modi govern done govern recent past tackl india s biggest challeng ensur everi indian access bare necess life,negative
7209,wing cdr abhinandan back countri victori indic strong polit amp diplomat posit countri well world proud indian abhinanadanvarthaman modi srisri,positive
7210,wing command abhinandan despit captiv enemi nation refus share part india came from pm modi hesit share wing command abhinandan s detail campaign ralli stage,neutral
7211,hear narendramodith worthi pm india in indiatoday conclav conclud rahul gandhi even entir opposit singl leader par replac pm bunch selfserv individu epitom corrupt,negative
7212,antimodi reaction flew intl media modi welcom go back modi,neutral
7213,want thank prime minist modi given much love support proud indian jaihind jaibharat abhinanadanvarthaman narendramodi bharatmatakijai,positive
7214,help bring back abhinandan geneva convent accept air chief illiter person like smriti irani give credit rss peopl return pilot creditchorpracharak,neutral
7215,k vijayvargiya bjp sadden hear wb cms remark need proof of oper secur forc bjp condemn propakistan remark rais question secur forcesfir must lodg her ppl must taught lesson upcom poll,neutral
7216,congress bjp cozi opposit both target kejriw set new paramet indian polit educ amp health prioriti indiafirstejriw,positive
7217,two way gain popular indian polit either perform like modi critic modi rahul gandhi amp kejriw chose later,positive
7218,tenur corridor power also free middlemen govt never toler corrupt pm modi modiatconclav,negative
7219,pm modi say india rafal fighter jet time result could differ,neutral
7220,pm modi say middlemen govt tenur modiji need middlemen rob rs cr taxpay money amp gift anil ambani prime minist becom prime middleman modiatconclav,neutral
7221,congress work commiss modi work commitmentcongress work token approach modi total approach letsconclav,neutral
7222,india came loser conflict pakistan notwithstand stupid doctor video even video imran khan came across bigger person compar inept bluster clown modi,negative
7223,fear good modi best,positive
7224,modi first pm would invest build toilet instead purchas fighter plane creditchorpracharak withcongressgujarat,positive
7225,bank general consid safe place park money modi govt ensur peopl check account regular minimum balanc charg atm charg even farmer victim govt robberi creditchorpracharak,positive
7226,bareilli bjp mla shyambihari heard say randi naachn lage kya public meet faridpur area video professor mjp rohilkhand univers sigh,neutral
7227,also modi champ admit odd sus current serv indian airforc shit amp cannot guarante advantag pakistan jff talk madman throw away countri narrat protect corrupt amp secur person power,negative
7228,shock modi held confer bjp worker pilot pak custodi jmscindia via indiatoday,neutral
7229,one india care famili armi men could kill modi elect stunt one sane person billion popul gun,positive
7230,mnths bulandshahr violenc alleg cow slaughter claim life polic inspector youth sit saturday file chargesheet includ bajrang dal leader yogesh raj amp bjp youth wing leader shikhar agarw court cjm uppolic,negative
7231,inform indian liber gang separatist like shahfaes imrankhanpti releas abhinandan intern pressur modi return pakistan soldier stray india without pressur puriti goodwil nobel prize,neutral
7232,tell upa govt also didnt fail take respons did proper investig dr mms address nation moment crisi unlik modi diplomat arm twist pak in submiss didnt blunder make hero pak,negative
7233,imran khan say he s call modi amp he s pick phone but unlik pti call modi ka yaar khawajamasif,neutral
7234,khatiya meet gujarat bjp mahila morcha realli need clap vijayarahatkar byadavbjp ramlal,neutral
7235,watch thank modi ji come hard antin platform organis antin ie indiatoday group jai hind bharatmatakijai namoagain deshdrohipatrakaar dontsparepak,negative
7236,aimim chief asaduddin owaisi saturday ask prime minist modi tell countri action took intellig failur led februari terror attack pulwama kill crpf trooper,positive
7237,inclusivemind aajtak modi india new name modi cricket match would australia vs modi,positive
7238,imran khan elect pm modi lose elect india descend chao ik declar mughal emperor mughal empir annex india jeremi mclellan name court jester,positive
7239,pm shri modi ji interact particip smart india hackathon sih,positive
7240,rahul gandhi modi g roll today check zoobear s tweet,neutral
7241,rahul gandhi modi amp he is parti busi use armi elect benefit they least bother anyth els countri pray abhinandan modi busi meraboothsabsemazboot,positive
7242,squintneon rahul gandhi biggest lie indian biggest lie hate modi biggest lie never use person plane ambani pvt trip still gold aloo promis machin said gujarat ko doodh women give lie cow buffalo give milk,negative
7243,pm modi speak indiatoday letsconclav pm even join convers use modiatconclav pmoindia speak about india stori lead great countri taught me,positive
7244,imran khan vs modi war percept,neutral
7245,dear bjp support question pawankalyan patriot hear narendramodi word pawankalyan modi clear say he speak heart keep polit asid,positive
7246,accord bhakt biryani parti modi sharif given credit bring back abhinandan creditchorpracharak,neutral
7247,pm modi releas vulner atlas india new delhi today pm declar period april mar constructiontechnologyyear pm said construct sectorther much greater focus disasterresilienceenergi efficiencyamp local innov,positive
7248,modi follow rahul gandhi follow crystal clear major well long way go pappu rahul gandhi namoagain namo modiatconclav modin modihaitomumkinhai,positive
7249,modi lose war narrat bjprss whip alreadi lost plot way run fail govenr creditchorpracharak,negative
7250,modi inde worst pm terrorist corrupt amp thiev feel,negative
7251,braveri sacrific arm forc make bjp get seat karnataka neech polit els is peopl fall vote war scheme creditchorpracharak,neutral
7252,differ modi amp rahul gandhi one anyth vote nation,neutral
7253,audio proof pulwama attack done indian polit parti bjp avi dandiya claim,neutral
7254,rahulkanw modi break modi accept indain airforc defeat bravo,neutral
7255,modiatconclav modi hater right desai je,positive
7256,internmaam imran khan buckl pressur r releas abhinandan sg shut up shwasbuckl outshon modi laura lehsun internmodi deliv strong speech indiatodayconclav sgohh modi disapp vision futur polici fear monger,positive
7257,lot peopl vener prime minist modi lot can t stand him let either feel colour assess indiapakistan crisi will inexor lead wrong conclus,negative
7258,epicrofldon drsaniamaan docvatsa drnehalvaidya sheeia cruelsmok bhootsantosh shuvankr shakkrpara kumarshashwat deanofjio keep tri demonis bjp anyth muslimex pakistani live india would vote modi,positive
7259,modi sahab know whether ever get read sometim one bad deed negat good work feel proud say govern let tell gov disappoint upsccsatvictim drjitendrasingh ji sad,positive
7260,rule nation mani year interest two thing dole deal cultur dole deal harm nation develop journey great pm modi modiatconclav,positive
7261,look bjp leader compet give credit modi feel like pakistan better militari dictat term pm civilian leadership made complet joke soldier braveri sacrific creditchorpracharak,positive
7262,press confer ahmedabad gujarat regard prepar bjp mahila adhiveshan schedul decemb ahmedabad amitshah ramlal bjpgujarat bjpindia bjpcgstate,neutral
7263,modi know two nuclear power jounc eachoth happen paksymbolofpeac,neutral
7264,ravinarin imrankhanpti iafmcc pmoindia timesnow republ pak show live video current date prove otherwis els confirm iaf elimin air strike bharat mata ki jai vand mataram jai ho namo let libarandus india go hell,positive
7265,former australian senat lee rhiannon condemn grave hr violat iok condemn tactic modi govern kashmirsolidarityday kashmirble,neutral
7266,left protest modi visit visakhapatnam slogan gobackmodi protest centr denial promis made state bifurc railway zone visakhapatnam,neutral
7267,arnab goswami india controversi prime time news anchor known aggress behavior stage browbeat oppon video say his loud journal contribut india majoritarian outlook shape rule hindu nationalist bjp,positive
7268,great piec tvmohandaspai here pm modi transform india cannot proud govern tri achiev tenur what is store next charupragya,positive
7269,iaf strike pakistan caus modi crpf jawan die pulwama also modi creditchorpracharak,neutral
7270,kind get ur fact correct mr modi former pm indira rahul gandhi india first woman defenc minist nirmala sitharaman,positive
7271,modi get sens,neutral
7272,salut r defenc team ampiaf success surgic proud indian know r countri well equip hit back hardrespect r pm modi ji vision ampprompt tough stand it s never war fight terror,positive
7273,rahul gandhi narendramodi betray countri chowkidar,neutral
7274,sir modiatconclav prime minist modi speak india today conclav pm my india stori lead great countri taught me tune in,positive
7275,indianexpress wow final modi conced defeat worst pm ever,negative
7276,thewirein bjp govern immens courag claim someon els s project without remors creditchorpracharak,neutral
7277,chilledharri show desper bjp win elect,positive
7278,nation dare threaten india pm modi modiatconclav letsconclav full coverag read more,positive
7279,imran khan work multipl issu pakistan he s act good faith human should releas wing command pilot abhinandan show gestur ask peacewhi modi come forwardcoward tea wala paksymbolofpeac,positive
7280,see bjp peddl fake news produc proof bjp put india shame front whole world bs yeddyurappa said the pilot releas warn issu pak pm dire consequ releas,negative
7281,live pm shri narendramodi keynot address india today conclav modiatconclav,positive
7282,harsubh kumaran nparama rbhamaria amdilip jyotsnavarma dharmvirjangra gouranga ramakirao ad kailashkaushik sethiab meenakshilang acutetrol savitritv aarjeekaykannan jagannkaushik kjayashre banerji singhsantosh shibabhanja krishnan ashvinn schakram raghavendraup sureshandelhi ravisec faramroz hydbiryani chaudhrgurnam durgamaddikonda birajanath snojha speakwiths lillymarypinto wionew iafmcc majorgauravarya modi republ harsubh pleas view entir video modi talk conclav india today excel miss see glimps,neutral
7283,vote bjp improv surgic strike tabul assembl elect vote bjp elect surgic strike compar parliament elect upukpunjabgoa improvementspik term vote bjpindia,positive
7284,bjp modi want garner vote name arm forc look track record govern taken antiarmi measur tenur,neutral
7285,question modi govern failur anchor channel feel pinch bjp itself,neutral
7286,quit obvious way run go back modi campaign everi time pm go south northsouth divid major theme rahul gandhi parti,positive
7287,modiatconclav awesom speech pm he didn t spare dynasti amp bandwallah lootyen mr rahul gandhi rafal go reduc pple understand clear amp famili forc rule,positive
7288,danger manufactur audio clip use claim pulwama terror attack insid job bjp,neutral
7289,rss sulcld bomb hell outta kaffir islamoapologist,neutral
7290,modi administr sign multibilliondollar deal french defenc manufactur dassault aviat acquir rafal jet effort overhaul indian air forc opposit accus modi wrongdo deal,neutral
7291,pm illustr peopl question abil navig india foreign polici mention last day demonstr success india foreign polici modi ji modiatconclav,positive
7292,pm modi welcom iaf pilot abhinandan say nation proud exemplari courag via namo app,positive
7293,general thought money bank ac safe unless give away detail miscreant first time yrs pm modi shown govt dip hand account take away ur money will creditchorpracharak,positive
7294,anyon listen modi s address letsconclav we miss rafal today clear hit congress doesn t also impli iaf well equip prepar that s end lose indian pilot jet pakistan,positive
7295,modiatconclav gbandhan offer rahul like leader attir shivarammohammad dna corrupt inexperi sycoph slogan modi hatao elect produc hors trade pm chang quarter us countri,positive
7296,pm shri modi ji deliv keynot address india today conclav pm watch live modiatconclav,positive
7297,pm shri modi interact particip smart india hackathon sih,positive
7298,modi welcom home wing command abhinandan modi go murder embarrass entir india front world soon hear abhi abhi nandan commit suicid shameonyoumodi,neutral
7299,namo done surgic strike indiatoday group main arun poori seiz opportun kill mani fox countri think complet disregard topic given instead made address nation,positive
7300,hello un guy modi aka pmoindia terroris pakistan also threaten nuclear strike hope watch it,neutral
7301,sign petit declar modi global terrorist sign petit via chang,neutral
7302,big leak pulwama uri attack done bjp itself audio call leak indian avi dandiya hour back hear rajnath singh amit shah bjp call ask ladi carri pulwama type attack feb elect bjpdidpulwama,positive
7303,sign petit declar modi intern terrorist sign petit via chang,neutral
7304,tajinderbagga modi nsitharaman let us say elect elect commiss report say crore spent elect well know modi ji,positive
7305,oh get it whole thing done modi get support rafael jet made abhinandhan fli mig though he s su pilot mani year knew paf would easili shoot though paf also shot su get talk rafael elect cycl,positive
7306,mani defens scam era began jeep later graduat weapon submarin etc process defens sector suffer pm modi modiatconclav,neutral
7307,rajeshk rajeshk chander jagannkaushik hxeaiqmrzbdb divyamshu rajeshk jyotsnavarma vinishind rohitsh ritukulshresth wetwokrishna dharamvirsd dilipswatisri surya sanjayeindoria vaidyvoic indiangirishn venumadhav venumadhav harinathghn ramburdak kapoorashok romi sanjaygobind arunbajpairajan latarai girirajsinghbjp welsp scsver jyotsnadevi ankahi indiapolici congressdahan narendramodi rakesht piyushgoy rashtrapatibhvn hmoindia hhlkerala sureshchavhank ktrtrs myogiadityanath vivekagnihotri pmoindia rajnathsingh modi dovalajit vpsecretariat india never disturb anyon toler disturb pakistani terrorist pakistan alway encourag illeg inhuman activ india want bold leader lead team amp pilot project conduct amp rest follow,positive
7308,watch pm shri modi interact particip smart india hackathon sih right modiconclav pm modi stamina us,positive
7309,mr modi sole reason delay deliveri rafal jet stop preach amp answer genuin question rafal jet price rais multifold hal drop deal anil ambani zero experienc compani chosen answer pls,neutral
7310,india tri hide kashmir issu fals attack amp fake encount modi bjp face loss amp tri save elect henc go length loc violat amp shell civilian releas abhinandan cours destabil region peac,positive
7311,tmc accus bjp minist leak exagger number media casualti air strike pakistan also said statist govern trust,neutral
7312,fact histori modi did time chang modi vs indira rahul gandhi,neutral
7313,reason reject bjp reason gobackmodi thelogicalvot bjp fridayfeel,neutral
7314,buy bullet proof jacket brought iaf squadron strength allow forc retali pm modi done exact opposit amp made india proud call polit stand pm modiatconclav,positive
7315,india live fight grow win one pm narendramodi indiastandason opposit parti includ rahul gandhi go extent hate modi ji amp amitshah ji even know consequ indopak modiunstopp modihaitohmumkinhai modinewindia,positive
7316,confess loser modi,neutral
7317,india face menac terror year big differ now uri happen saw brave soldier did pulwama happen saw brave air warrior did salut serv nation pm modi tntrustsmodi,positive
7318,congratul pm shri modi ji launch ayushmanbharat pmjay world s largest govern initi health insur scheme yet anoth histor achiev modi govt cater healthcar need crore famili india,neutral
7319,opposit criticis imrankhan modi ji amp bjpindia remain neutral countri terror attack loksabhaelect near pmoindia dynam decis amp brave heart soldier braveri reflect glori come govt,positive
7320,dure prime minist modi s rule maximum number terrorist elimin countri amitshah claim,neutral
7321,peopl support pakistan deep root hatr bjp govern modi gaddarlist,neutral
7322,omarabdullah narendramodi hit back bsybjp expos modi plan modiatconclav indiafirstejriw,neutral
7323,welcom back braveheart abhinandanvarthaman india could proud son like you msg imag note mr modi think hero elector gain respect,positive
7324,opposit politicis airstrik pakistan accord modi,neutral
7325,pakistan kill jawan mig fighter plane shot chopper crash wing command captur cross border shell civilian dead india f shot hit terrorist campsno mention number dead still illiter bhakt hail modi,negative
7326,highest growth amp lowest inflat modi govt modi bharatbacksmodi,neutral
7327,creditchorpracharak interest prachar luk great vichar foe cheap prachar abhinandan caught indian releas modi made tamilian defenc forc also divid,positive
7328,facebook live post avi dandiya march claim pulwama attack orchestr bjp receiv million view less hour complet bogus,negative
7329,opposit want keep relev intact start target media stage much part bjp campaign machineri also come lens innoc audienc,positive
7330,differ bw natur amp behaviour rajiiy modi tariqfarooq wajiyanoor hamidmirpak mirwaizkashmir smqureshipti,neutral
7331,indiatoday modi rafal flown abhinandanvarthaman iaf would still face hassansiddiqui paf blame gun get rid man behind gun modisenahopayega modiatconclav dontmesswithpakistan pakistanairforceourprid pakistanzindabad abhireleasednowfreeiok,negative
7332,india it s call modi,neutral
7333,sagarikaghos indiatoday contrari say husband boss prais pm modi say husband boss lie,neutral
7334,nakhtar rahulkanw modi yes rare scene indee person go histori man indian media spoke truth,positive
7335,unlik modi never make fals promis never promis someth can t implement said rahul promis minimum incom guarante mig everi indian parti vote power may,neutral
7336,modi s air strike order won t help bjp poll andhra say jagan reddi,neutral
7337,new india pay back terrorist interest say pm modi via namo app,positive
7338,much insult india face useless modi govt nytimesworld report much hype indian drama insult india much hoopla less substanc i am asham modi pm india shame,negative
7339,sure whole nation salut soldier braveri this bjp use soldier score point polit gaddarlist,positive
7340,get bike join bjpvijaysankalpbiker noon today everi assembl constitu countri spread good work done modi sarkar,positive
7341,time account modi need public commiss probe intellig failur caus crpf death pulwanaattack amp also investig ident intellig failur caus pathankot,neutral
7342,fail oper pakistan indian militari angri modi govern unstabl india would threat peac south asia,negative
7343,bjp insult indian armi indiafirstejriw,neutral
7344,scaffold fell see cell pimp jump scenario show new high court build collaps shame bjp ycp cheappolit,positive
7345,tvmohandaspai sanjuverma thecaravanindia modi gave interviewrahul come pc bakwaa logic n factual wrong one ask quesok let rahul give interview even sardesaial que shd ask like ask modivo sardesai ko bhi na de paayegaapnamodiaayega,negative
7346,roshankrrai inclusivemind modi bjpindia mean say indian voter vote and consider increas sinc then india hater grow feku,negative
7347,mihirssharma whatev economist say opposit happen so worri sharmaji modi stay apnamodiaayega,neutral
7348,rahul gandhi pm asham of rather asham proud modi go amp watch chota bheem,positive
7349,timesnow trust me milawatbandan amp lutyen media continu suk rafael even grave modi unstop need ls elect next term bjpvijaysankalpbiker abhinandanreturn congresspakistanunit,positive
7350,meraboothsabsemazboot time news report would read air forc want surgic strike upa block it today era news read arm forc full freedom want pm modi tntrustsmodi,positive
7351,tmc shame human yet again anoth bjp karyakarta kill barbar manner mamata regim west bengal becom epitom violenc amp brutal entir bjp stand firm dhormo hazra famili hour grief deepest condol om shanti,negative
7352,wear namo sare proudindian abhinandan modi pmoindia narendramodiin jahnavijain,neutral
7353,simpl illustr individu earn rs lakh per year end pay tax avail tax save provis brought modi govern,neutral
7354,feb soldier martyr mig crash af pilot captur amp releas innumer civilian casualti ceasefir viol modi conduct polit ralli sm campaign news ad arm forc valour bjp hoard modihaitohmumkinhai,neutral
7355,nation war memori bjp modi war memori instead talk sacrific made arm forc made elect speech target congress rahul gandhi famili utter shame,positive
7356,satishrathod true sir henc pm modi clear said critic neighbour misus amp tarnish imag countri,positive
7357,arab crown princ s mbs bro didn t answer imran khan s call pm modi didn t take imran khan s call even wonder edit propaganda video amp post amp statesman buzz pak can t even make telephon call pakistan think it s leagu own is lol,positive
7358,rahul gandhi modi ndtv bjpindia zeenew sagarikaghos iaf receiv number new generat fighter aircraft year upa tenor,positive
7359,pm modi congrat could order surgicalstrik jamaateislami nation great you one surgicalstrik amp time pak frontlin flank farooqabdullah omarabdullah mehboobamufti problem solv,positive
7360,disgrac abhinandan project everyth vote bank modi minist god bless guy,neutral
7361,peopl today ask wrong modi ji address booth worker campaign,negative
7362,troll like modi trolllevel,neutral
7363,terror yes proud armi yes absolut sicken media yes disgust way bjp use matter elect ralli yes possibl these onc,positive
7364,modi question nation indiatodayconclav y toilet toilet cr peopl y respect given divyang y clean ganga y moral defenc person y memori reapect martyr,positive
7365,divyaspandana modi may blame suprem court well becaus go send anil ambani jail rafal flight may delay too modiatconclav,negative
7366,putin modi hold phone confer situat india pakistan conflict russia tension,neutral
7367,modinewindia modi govt vision corruptionfre india ensur loot countri face law via namo app,neutral
7368,braveri sacrific arm forc make bjp get seat karnataka neech polit els is peopl fall vote war scheme creditchorpracharak,neutral
7369,pakistan provid safe heaven terrorist give one corner plot safe citi mr modi justask,positive
7370,gaddarlist rss mohan bhagwat advoc women remain housew guy jail violat law equal,negative
7371,dr manmohan singh warn year ago modi becom pm disast countri predict trustworthi modi mistak creditchorpracharak,neutral
7372,timesofindia modi harm india indian militari forc thm tell lie,neutral
7373,hydrogen balloon deflat slowlymyth modi bust parivartanulgulanr,neutral
7374,riturathaur ravinarin shkhrashe modi surpris kind crude amp coars languag barbarian like gt shkhrashe they product terroristani school system whose textbook full refer promot hate india amp hindus particular,negative
7375,pm modi arriv leh lay foundat stone zojila tunnel asia longest bidirect tunnel jammu kashmir live updat here,positive
7376,rakhsha archsajiduet hamidmirpak madman like modi danger particular religi fanat,positive
7377,bjpnda mps decid take salari amp allow day parliament function money given serv peopl amp abl right take peopl money ananth kumar union minist,positive
7378,salut indianairforc pilot amp entir defenc establish involv punish mete terrorist also congratul pm modi ji led indian govt take tough decis interest nation indiastrikesback surgicalstrik,negative
7379,indiatoday modi modi fail invest educ young peopl fail invest india futur,negative
7380,choukidar chor pyor modi fail kand rafelcreditchorpracharak,negative
7381,timesnow modi man match,neutral
